ind,activity_label,ctx_a,ctx_b,ctx,endings,source_id,split,split_type,label
572,Archery,The woman then jumps over the beam and throws her arms in the air to celebrate and run around the field.,he,A small group of men are seen riding around on various horses holding sticks in their hand and preparing for a game. the men,"['is done in the bar he walks towards a friend and shakes his hand.', ""is done, a different man attempts to do it but he isn't successful either."", 'is done and done the camera leaves and all kinds of colorful words flash across the screen that say "" theme "".', 'hits the pole, he goes into slow motion and is able to do the jump successfully.']",activitynet~v_2L9pp85KvbQ,train,indomain,3
796,Sumo,There's a home improvement specialist demonstrating how to remove wallpaper from walls.,several fighting scenes,There are people sitting and waiting on top of a mountain waiting to start skiing. the skier going fast downhill,"['contain egg yolks and baking soda.', 'are then sprinkled with brown sugar.', 'are placed in a strainer on the counter.', 'are filled with pastries and loaded into the oven.']",activitynet~v_5Y4YkCkgShc,train,indomain,3
537,Making a sandwich,A nighttime view of a city is shown through a window. A man in a chef's coat is standing in a kitchen talking to the camera.,there,"A client tap with the finger inside a square. Then, the person stacks all the cards and puts the tokens inside the squares. then people","['see the folded up paper on an end table.', 'see the winners on two screens.', 'see instructions to cut and see more with short clips.', 'see a man with a mustache clapping.']",activitynet~v_E_6XYa_WO8I,train,indomain,1
575,Hanging wallpaper,She puts the baby powder soaked toothbrush onto the shoe and starts to rub it there. Then she grabs the blowdryer and blowdrys the shoe and scrubs them again.,a man,A second woman practices floor gymnastics. The two women are shown performing the same action in turn. the first woman,"['continues to play the drums as other people are now zooming by outside, watching him.', 'then walks into a house, turns off the camera and then begins moving around the house going crazy.', 'continues to walk around with the bongos and then dumps them into a pile nearby as well.', 'quickly only hits the small bongos and then moves onto the big bongos going from his right to his left.']",activitynet~v_2Peh_gdQCjg,train,indomain,1
961,Snow tubing,A person is seen standing on a tennis court bouncing a ball. Another man is seen standing ready on the other side in front of a large audience.,the two groups,A boat pulls a person out of the water. They stand up and start water skiing behind the boat. the person,"['sits in a chair with hair curlers in his hair.', 'is then seen standing on a ladder shoveling snow in front of a house.', 'is painting on a wall.', ""appears from behind a hedge and he's holding a lime green hedge cutter and he begins to go around his hedges and starts cutting away at them first at the top, then he concentrates on the sides and towards the bottom.""]",activitynet~v_AuS32BoK0Bg,train,indomain,1
1210,Polishing shoes,He scrubs in the shampoo and then washes it off. He then combs it and blow dries his hair after styling it with gel.,the band name,A finger dips into the bowl to get a sample out and mixing continues for a bit longer. a small brush with melted butter,"['puts the baby powder soaked toothbrush onto the shoe and starts to rub it there.', 'then puts it in her mouth and shares it with the baby.', ""then opens the cabinet and pulls out the glove box and retrieves the bottle of baby powder that's in there."", 'then adds a little bit of sugar to the other bowl to create swirl.']",activitynet~v_B4zPg1ftxf4,train,indomain,3
1367,Rock climbing,A girl is standing outside in a field talking and hula hooping. Another girl then tries to do the same thing but she isn't successful.,she,A nighttime view of a city is shown through a window. A man in a chef's coat is standing in a kitchen talking to the camera. a pancake,"['they are shown going back and forth and end by holding their arms on a side.', ', four people are shown doing jump rope tricks in the gymnasium.', ', a boy is shown doing a series of quick jumps on stilts.', ', the jump staff appears, giving instructions how far they need to perform.']",activitynet~v_FMmrxy3OanA,train,indomain,2
218,Brushing teeth,A person's car is shown from several angles with a person inside and leads into the car driving with people inside.,a second woman,A man wearing gloves is inside a building. he,"['are cheering, some are standing and others are sitting.', 'are dancing in a room and spinning and twirling the batons around but instead of music the batons are spinning.', 'and they are now passing during a slow pace without any trying to do anything while everyone is playing music.', 'are walking around and talking and one man is shown walking a white bull ala, the dogs are all wagging their tails still.']",activitynet~v_98buk_vE_z4,train,indomain,3
1317,Kayaking,A man is seen wearing a helmet and kneeling down in a large room. Uses a torch on an object while another person walks into frame.,everything,"A special effect intro that looks like a chalk board on wood appears and the words on it say ski school on the upper left, and the middle words say ""ski tips: foot rotation"" along with a website at the bottom and a blue circle icon on the upper right. a man","['sandwiches the sandwich spread it over the pringlities in the clear bowl, sprinkled with mustard, seasoned with egg shape potatoes as well as other seasonings, and the platter is placed on the wooden plate.', 'is then spread apart and a hand picks up one half to show it at different angles, it gets bitten a few times and then put back on the plate where the rest of the video just shows it at differently angles and short previous seen clip of the meat being sliced.', 'is being used to wrap the sandwich and add it to two slices of butter, tomato sauce, salt, crackers, tomato juice and cheese, then rolls it up, with a spoon.', 'is then cut up to make a graphic shape and all the food is placed on the bread and prepared.']",activitynet~v_5Fq-ln3yC38,train,indomain,1
817,Wrapping presents,A flag waves on a pole in a field.,he,Tai chi combat along with his website and various other website icons are located on the bottom right. the man,"['puts dips and cheese products in the plates.', 'starts making an umbrella and covers the window with a cloth to protect the dome.', 'puts holes in a chocolate dome.', 'cooks the done crisps in the pan.']",activitynet~v_7bUu05RIksU,train,indomain,0
306,Preparing pasta,It shows the campfire burning on the ground. It starts with the things you will need to begin with.,the men,"Scissors and different types of tape are shown, as well as a roll of wrapping paper. A woman is on the floor with a box. she","['begins demonstrating a dance moves by moving his body rhythmically to the beat of the music while showing the steps.', 'demonstrates using a matador costume to show how to use a large combat cape on a young girl who is unseated and unstrapped.', 'then coaches the girl on the gym bars in a gymnastic practice session as the girl swings on the bars in a gym filled with other children practicing gymnastics.', 'then pours a glass of wine and drinks it while the girl watches.']",activitynet~v_EwoxOKwqUPI,train,indomain,1
